Cliente;ID;Tipo;Data da Venda;Categoria;Vendedor;Regional;Duração do Contrato (Meses);Equipe;Valor
Cliente 8;20191852;Licenciamento;2020-04-30;Renovação;Vendedor 3;Brasil;24;Time 1;807228.66
Cliente 8;20202356;Serviços;2020-05-21;Renovação;Vendedor 3;Brasil;1;Time 1;28560.0
Cliente 8;20191853;Licenciamento;2020-07-01;Renovação;Vendedor 3;Brasil;12;Time 1;1590196.64
Cliente 8;20202374;Serviços;2020-07-09;Renovação;Vendedor 3;Brasil;2;Time 1;57120.0
Cliente 8;20202533;Serviços;2020-08-10;Upselling;Vendedor 3;Brasil;4;Time 1;114240.0
Cliente 8;20202568;Serviços;2020-08-17;Upselling;Vendedor 3;Brasil;3;Time 1;85680.0
Cliente 8;20202569;Serviços;2020-08-17;Upselling;Vendedor 3;Brasil;3;Time 1;85680.0
Cliente 8;20202573;Serviços;2020-08-18;Upselling;Vendedor 3;Brasil;2;Time 1;57120.0
Cliente 8;20202722;Serviços;2020-09-22;Upselling;Vendedor 3;Brasil;2;Time 1;57120.0
Cliente 8;20202709;Serviços;2020-09-22;Upselling;Vendedor 3;Brasil;2;Time 1;85680.0
Cliente 8;20202653;Serviços;2020-09-22;Renovação;Vendedor 3;Brasil;3;Time 1;171360.0
Cliente 8;20202708;Serviços;2020-09-22;Renovação;Vendedor 3;Brasil;6;Time 1;342720.0
Cliente 8;20202706;Serviços;2020-09-22;Renovação;Vendedor 3;Brasil;12;Time 1;685440.0
Cliente 8;20202711;Serviços;2020-09-22;Renovação;Vendedor 3;Brasil;12;Time 1;685440.0
Cliente 8;20202707;Serviços;2020-09-22;Renovação;Vendedor 3;Brasil;12;Time 1;1028160.0
Cliente 8;20202710;Serviços;2020-09-22;Renovação;Vendedor 3;Brasil;12;Time 1;1713600.0
Cliente 8;20202718;Serviços;2020-09-24;Upselling;Vendedor 3;Brasil;3;Time 1;171360.0
Cliente 8;20202531;Produtos;2020-10-09;Cross selling;Vendedor 3;Brasil;12;Time 1;914355.83
Cliente 8;20202991;Produtos;2020-11-03;Cross selling;Vendedor 3;Brasil;12;Time 1;67730.06
Cliente 8;20191913;Licenciamento;2020-12-02;Renovação;Vendedor 3;Brasil;12;Time 1;110011.87
Cliente 8;20203141;Serviços;2021-01-08;Upselling;Vendedor 23;Brasil;12;Time 1;342720.0
Cliente 8;20203157;Serviços;2021-01-12;Renovação;Vendedor 3;Brasil;12;Time 1;342720.0
Cliente 8;20203158;Serviços;2021-01-12;Upselling;Vendedor 3;Brasil;12;Time 1;685440.0
Cliente 8;20203137;Serviços;2021-01-13;Upselling;Vendedor 3;Brasil;12;Time 1;342720.0
Cliente 8;20203138;Serviços;2021-01-13;Upselling;Vendedor 3;Brasil;12;Time 1;342720.0
Cliente 8;20203139;Serviços;2021-01-19;Upselling;Vendedor 3;Brasil;12;Time 1;342720.0
Cliente 8;20213271;Serviços;2021-04-14;Renovação;Vendedor 23;Brasil;9;Time 1;257040.0
Cliente 8;20213630;Serviços;2021-04-19;Upselling;Vendedor 23;Brasil;12;Time 1;85680.0
Cliente 8;20213608;Serviços;2021-04-19;Upselling;Vendedor 23;Brasil;9;Time 1;930048.0
Cliente 80;20191879;Produtos;2019-12-06;Novo Logo;Vendedor 13;Brasil;12;Time 3;234680.04
Cliente 81;20191349;Serviços;2019-12-06;Novo Logo;Vendedor 16;Brasil;2;Time 3;182116.48
Cliente 81;20202082;Serviços;2020-08-17;Upselling;Vendedor 16;Brasil;5;Time 3;389308.0
Cliente 81;20202638;Produtos;2020-08-27;Cross selling;Vendedor 16;Brasil;12;Time 3;158231.04
Cliente 82;20191736;Licenciamento;2019-12-09;Novo Logo;Vendedor 3;Brasil;12;Time 1;57744.63
Cliente 82;20202617;Licenciamento;2020-09-21;Cross selling;Vendedor 3;Brasil;12;Time 1;66958.61
Cliente 82;20203049;Serviços;2020-11-30;Cross selling;Vendedor 3;Brasil;1;Time 1;30000.0
Cliente 82;20203048;Serviços;2020-11-30;Cross selling;Vendedor 3;Brasil;1;Time 1;98800.0
Cliente 82;20202988;Produtos;2020-11-30;Cross selling;Vendedor 3;Brasil;12;Time 1;334231.92
Cliente 82;20203083;Licenciamento;2021-03-25;Renovação;Vendedor 3;Brasil;12;Time 1;89962.77
Cliente 84;20191668;Licenciamento;2019-12-30;Novo Logo;Vendedor 3;Brasil;12;Time 1;427231.32
Cliente 84;20201970;Produtos;2021-04-19;Renovação;Vendedor 30;Brasil;12;Time 1;515446.83
Cliente 85;20191857;Serviços;2020-01-02;Novo Logo;Vendedor 16;Brasil;6;Time 3;320243.62
Cliente 86;20203115;Produtos;2020-01-11;Novo Logo;Vendedor 17;Brasil;24;Time 8;2257.5
Cliente 87;20203114;Produtos;2020-01-15;Novo Logo;Vendedor 17;Brasil;24;Time 8;6772.5
Cliente 88;20191272;Licenciamento;2020-01-29;Novo Logo;Vendedor 3;Brasil;24;Time 1;2016870.8
Cliente 89;20202073;Produtos;2020-01-31;Novo Logo;Vendedor 7;USA;37;Time 5;24970500.0
Cliente 89;20202246;Produtos;2020-04-02;Upselling;Vendedor 7;USA;1;Time 5;142456.17
Cliente 89;20202244;Produtos;2020-04-02;Upselling;Vendedor 7;USA;1;Time 5;1035205.24
Cliente 89;20202248;Produtos;2020-05-01;Upselling;Vendedor 7;USA;1;Time 5;2122164.45
Cliente 89;20202327;Produtos;2020-06-02;Upselling;Vendedor 7;USA;1;Time 5;1947564.75
Cliente 9;20180042;Serviços;2018-02-07;Upselling;Vendedor 4;Brasil;1;Time 2;17387.82
Cliente 9;20180039;Licenciamento;2018-02-07;Cross selling;Vendedor 4;Brasil;12;Time 2;310811.66
Cliente 9;20170112;Produtos;2018-03-20;Renovação;Vendedor 4;Brasil;12;Time 2;453692.88
Cliente 9;20180136;Serviços;2018-05-29;Upselling;Vendedor 4;Brasil;2;Time 2;51200.0
Cliente 9;20190699;Produtos;2019-01-11;Renovação;Vendedor 10;Brasil;3;Time 7;113423.22
Cliente 9;20190888;Serviços;2019-03-28;Upselling;Vendedor 10;Brasil;1;Time 7;14634.0
Cliente 9;20190856;Produtos;2019-04-16;Renovação;Vendedor 10;Brasil;3;Time 7;113423.22
Cliente 9;20191125;Produtos;2019-06-18;Renovação;Vendedor 10;Brasil;6;Time 7;226846.44
Cliente 9;20202143;Serviços;2020-03-30;Cross selling;Vendedor 10;Brasil;3;Time 3;198579.09
Cliente 9;20191667;Licenciamento;2020-03-30;Cross selling;Vendedor 10;Brasil;12;Time 3;1021350.0
Cliente 9;20202091;Licenciamento;2020-04-13;Cross selling;Vendedor 10;Brasil;1;Time 3;118419.24
Cliente 9;20202111;Licenciamento;2020-04-13;Cross selling;Vendedor 10;Brasil;1;Time 3;236434.08
Cliente 9;20202086;Licenciamento;2020-04-24;Cross selling;Vendedor 10;Brasil;12;Time 3;215632.0
Cliente 9;20190700;Licenciamento;2020-04-30;Cross selling;Vendedor 10;Brasil;1;Time 3;195240.0
Cliente 9;20202417;Licenciamento;2020-06-30;Cross selling;Vendedor 13;Brasil;12;Time 3;180261.64
Cliente 9;20203096;Produtos;2020-12-10;Upselling;Vendedor 13;Brasil;36;Time 3;2571006.08
Cliente 9;20213265;Licenciamento;2021-03-18;Renovação;Vendedor 13;Brasil;12;Time 3;777822.91
Cliente 90;20201979;Serviços;2020-02-05;Novo Logo;Vendedor 1;Brasil;2;Time 1;28731.1
Cliente 91;20191588;Serviços;2020-02-19;Novo Logo;Vendedor 14;Brasil;1;Time 3;12100.0
Cliente 91;20202282;Serviços;2020-04-17;Upselling;Vendedor 14;Brasil;1;Time 3;5976.6
Cliente 92;20191660;Serviços;2020-02-28;Novo Logo;Vendedor 16;Brasil;3;Time 3;91200.0
Cliente 92;20191891;Serviços;2020-05-27;Renovação;Vendedor 16;Brasil;7;Time 3;212800.0
Cliente 93;20191756;Serviços;2020-03-16;Novo Logo;Vendedor 16;Brasil;6;Time 3;377040.2
Cliente 93;20202443;Serviços;2020-10-30;Upselling;Vendedor 16;Brasil;4;Time 3;148134.72
Cliente 94;20202170;Serviços;2020-03-31;Novo Logo;Vendedor 7;Brasil;3;Time 5;28500.0
Cliente 94;20202169;Produtos;2020-03-31;Novo Logo;Vendedor 7;Brasil;62;Time 5;1438500.0
Cliente 94;20202366;Produtos;2020-07-31;Cross selling;Vendedor 7;Brasil;32;Time 5;120000.0
Cliente 94;20202604;Produtos;2020-09-03;Cross selling;Vendedor 7;Brasil;61;Time 5;50000.0
Cliente 94;20202603;Produtos;2020-09-22;Cross selling;Vendedor 7;Brasil;61;Time 5;1320000.0
Cliente 94;20213417;Serviços;2021-02-04;Upselling;Vendedor 7;Brasil;24;Time 5;432000.0
Cliente 95;20202177;Produtos;2020-04-20;Novo Logo;Vendedor 19;Brasil;1;Time 3;107424.0
Cliente 96;20202294;Serviços;2020-04-30;Novo Logo;Vendedor 1;Brasil;2;Time 1;207802.2
Cliente 96;20202954;Serviços;2020-10-30;Cross selling;Vendedor 1;Brasil;14;Time 1;227000.0
Cliente 96;20202928;Serviços;2020-10-30;Cross selling;Vendedor 1;Brasil;14;Time 1;273000.0
Cliente 96;20213613;Produtos;2021-03-15;Upselling;Vendedor 13;Brasil;24;Time 3;120964.32
Cliente 97;20202164;Produtos;2020-05-07;Novo Logo;Vendedor 19;Brasil;39;Time 3;281880.0
Cliente 98;20202285;Produtos;2020-05-11;Novo Logo;Vendedor 19;Brasil;12;Time 3;720000.0
Cliente 99;20202088;Licenciamento;2020-05-12;Novo Logo;Vendedor 9;Brasil;12;Time 3;296498.85
